"EntrezID_Human"	"go_name"
3350	"presynaptic modulation of chemical synaptic transmission (GO:0099171)"
3350	"integral component of presynaptic membrane (GO:0099056)"
3351	"regulation of synaptic vesicle exocytosis (GO:2000300)"
3351	"integral component of presynaptic membrane (GO:0099056)"
3351	"presynaptic modulation of chemical synaptic transmission (GO:0099171)"
3351	"voltage-gated calcium channel activity involved in regulation of presynaptic cytosolic calcium levels (GO:0099626)"
3352	"neuronal dense core vesicle (GO:0098992)"
3352	"regulation of synaptic vesicle exocytosis (GO:2000300)"
3356	"integral component of presynaptic membrane (GO:0099056)"
3356	"integral component of postsynaptic membrane (GO:0099055)"
3356	"presynaptic modulation of chemical synaptic transmission (GO:0099171)"
3359	"ligand-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099507)"
3359	"integral component of presynaptic membrane (GO:0099056)"
3359	"integral component of postsynaptic membrane (GO:0099055)"
3361	"integral component of postsynaptic specialization membrane (GO:0099060)"
3363	"presynaptic modulation of chemical synaptic transmission (GO:0099171)"
3363	"integral component of postsynaptic membrane (GO:0099055)"
3363	"integral component of presynaptic membrane (GO:0099056)"
3064	"postsynaptic cytosol (GO:0099524)"
3064	"presynaptic cytosol (GO:0099523)"
3064	"postsynapse to nucleus signaling pathway (GO:0099527)"
7087	"regulation of synapse assembly (GO:0051963)"
3479	"postsynaptic modulation of chemical synaptic transmission (GO:0099170)"
3479	"neuronal dense core vesicle lumen (GO:0099013)"
3480	"postsynaptic modulation of chemical synaptic transmission (GO:0099170)"
22997	"synapse adhesion between pre- and post-synapse (GO:0099560)"
22997	"postsynaptic specialization of symmetric synapse (GO:0099629)"
3556	"regulation of presynapse assembly (GO:1905606)"
3556	"synapse adhesion between pre- and post-synapse (GO:0099560)"
3556	"trans-synaptic signaling by trans-synaptic complex (GO:0099545)"
3556	"trans-synaptic signaling by trans-synaptic complex (GO:0099545)"
3556	"regulation of postsynaptic density assembly (GO:0099151)"
3556	"regulation of presynapse assembly (GO:1905606)"
3556	"synapse (GO:0045202)"
11141	"regulation of postsynapse organization (GO:0099175)"
11141	"integral component of postsynaptic density membrane (GO:0099061)"
11141	"trans-synaptic signaling by trans-synaptic complex (GO:0099545)"
11141	"regulation of presynapse assembly (GO:1905606)"
26280	"regulation of presynapse assembly (GO:1905606)"
9118	"postsynaptic density, intracellular component (GO:0099092)"
9118	"postsynapse (GO:0098794)"
9118	"structural constituent of postsynaptic intermediate filament cytoskeleton (GO:0099184)"
9118	"postsynaptic modulation of chemical synaptic transmission (GO:0099170)"
9118	"postsynaptic intermediate filament cytoskeleton (GO:0099160)"
9922	"postsynaptic density, intracellular component (GO:0099092)"
9922	"regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149)"
9922	"postsynaptic modulation of chemical synaptic transmission (GO:0099170)"
23096	"presynaptic active zone cytoplasmic component (GO:0098831)"
23096	"modulation of chemical synaptic transmission (GO:0050804)"
23096	"postsynaptic density membrane (GO:0098839)"
23096	"regulation of neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0098696)"
23096	"postsynaptic density, intracellular component (GO:0099092)"
440073	"postsynaptic specialization of symmetric synapse (GO:0099629)"
440073	"postsynapse organization (GO:0099173)"
440073	"postsynaptic specialization of symmetric synapse (GO:0099629)"
3673	"presynapse (GO:0098793)"
3675	"postsynapse organization (GO:0099173)"
3675	"integral component of postsynaptic membrane (GO:0099055)"
3675	"synapse adhesion between pre- and post-synapse (GO:0099560)"
3675	"integral component of presynaptic active zone membrane (GO:0099059)"
3678	"integral component of postsynaptic membrane (GO:0099055)"
8516	"integral component of postsynaptic density membrane (GO:0099061)"
3688	"regulation of postsynaptic neurotransmitter receptor diffusion trapping (GO:0150054)"
3688	"regulation of synapse disassembly (GO:1905806)"
3688	"maintenance of postsynaptic specialization structure (GO:0098880)"
3688	"integral component of synaptic membrane (GO:0099699)"
3688	"integral component of postsynaptic membrane (GO:0099055)"
3688	"modulation of chemical synaptic transmission (GO:0050804)"
3690	"integral component of synaptic membrane (GO:0099699)"
3690	"maintenance of postsynaptic specialization structure (GO:0098880)"
3690	"regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149)"
3690	"regulation of postsynaptic neurotransmitter receptor diffusion trapping (GO:0150054)"
3691	"integral component of postsynaptic membrane (GO:0099055)"
3693	"integral component of synaptic membrane (GO:0099699)"
3706	"modification of postsynaptic actin cytoskeleton (GO:0098885)"
3706	"postsynaptic actin cytoskeleton (GO:0098871)"
3708	"inositol 1,4,5-trisphosphate receptor activity involved in regulation of postsynaptic cytosolic calcium levels (GO:0098695)"
3708	"integral component of postsynaptic SER membrane"
3708	"integral component of presynaptic SER membrane"
3710	"integral component of presynaptic ER membrane"
6453	"postsynaptic actin cytoskeleton (GO:0098871)"
6453	"presynaptic endocytic zone (GO:0098833)"
6453	"regulation of postsynapse organization (GO:0099175)"
6453	"regulation of modification of postsynaptic actin cytoskeleton (GO:1905274)"
6453	"synaptic vesicle endocytosis (GO:0048488)"
3717	"modulation of chemical synaptic transmission (GO:0050804)"
3717	"regulation of postsynapse to nucleus signaling pathway (GO:1905539)"
3717	"postsynapse (GO:0098794)"
8997	"regulation of modification of postsynaptic actin cytoskeleton (GO:1905274)"
8997	"regulation of neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0098696)"
8997	"presynapse (GO:0098793)"
8997	"postsynaptic density (GO:0014069)"
3736	"voltage-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099508)"
3736	"voltage-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1905030)"
3736	"integral component of postsynaptic membrane (GO:0099055)"
3736	"integral component of presynaptic membrane (GO:0099056)"
3737	"integral component of presynaptic membrane (GO:0099056)"
3737	"integral component of postsynaptic membrane (GO:0099055)"
3737	"voltage-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099508)"
3737	"voltage-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1905030)"
3738	"integral component of presynaptic membrane (GO:0099056)"
3738	"integral component of postsynaptic membrane (GO:0099055)"
3739	"voltage-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099508)"
3739	"integral component of postsynaptic membrane (GO:0099055)"
3739	"integral component of presynaptic membrane (GO:0099056)"
8514	"integral component of postsynaptic density membrane (GO:0099061)"
3745	"integral component of postsynaptic specialization membrane (GO:0099060)"
3746	"integral component of presynaptic membrane (GO:0099056)"
3746	"integral component of postsynaptic membrane (GO:0099055)"
3746	"voltage-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099508)"
3747	"integral component of presynaptic membrane (GO:0099056)"
3747	"voltage-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099508)"
3748	"integral component of postsynaptic membrane (GO:0099055)"
3748	"integral component of presynaptic membrane (GO:0099056)"
3749	"integral component of postsynaptic membrane (GO:0099055)"
3749	"voltage-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099508)"
3749	"integral component of presynaptic membrane (GO:0099056)"
3749	"voltage-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1905030)"
3751	"integral component of postsynaptic specialization membrane (GO:0099060)"
3751	"voltage-gated ion channel activity involved in regulation of postsynaptic membrane potential (GO:1905030)"
3751	"integral component of postsynaptic membrane (GO:0099055)"
3752	"integral component of postsynaptic specialization membrane (GO:0099060)"
3756	"regulation of presynaptic cytosolic calcium levels (GO:0099509)"
3756	"regulation of synaptic vesicle exocytosis (GO:2000300)"
3756	"voltage-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099508)"
3756	"integral component of presynaptic membrane (GO:0099056)"
3767	"voltage-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099508)"
3767	"integral component of presynaptic membrane (GO:0099056)"
3759	"integral component of postsynaptic membrane (GO:0099055)"
3760	"voltage-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099508)"
3760	"integral component of presynaptic membrane (GO:0099056)"
3763	"voltage-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099508)"
3763	"integral component of presynaptic membrane (GO:0099056)"
3764	"voltage-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099508)"
3764	"integral component of presynaptic active zone membrane (GO:0099059)"
3765	"regulation of presynaptic membrane potential (GO:0099505)"
3765	"integral component of presynaptic membrane (GO:0099056)"
3778	"ligand-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099507)"
3778	"integral component of presynaptic active zone membrane (GO:0099059)"
27345	"voltage-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099508)"
3781	"modulation of chemical synaptic transmission (GO:0050804)"
3781	"integral component of postsynaptic membrane (GO:0099055)"
56479	"voltage-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099508)"
56479	"integral component of presynaptic membrane (GO:0099056)"
284697	"presynapse (GO:0098793)"
284697	"synaptic vesicle endocytosis (GO:0048488)"
284697	"synaptic vesicle budding from endosome (GO:0016182)"
84162	"regulation of synaptic vesicle endocytosis (GO:1900242)"
57576	"anterograde dendritic transport of neurotransmitter receptor complex (GO:0098971)"
3798	"anterograde dendritic transport of neurotransmitter receptor complex (GO:0098971)"
3800	"postsynaptic cytosol (GO:0099524)"
339451	"regulation protein catabolic process at postsynapse (GO:0140252)"
339451	"postsynapse (GO:0098794)"
3836	"postsynaptic density (GO:0014069)"
3836	"postsynapse to nucleus signaling pathway (GO:0099527)"
3838	"postsynaptic density (GO:0014069)"
3838	"postsynapse to nucleus signaling pathway (GO:0099527)"
11133	"postsynaptic actin cytoskeleton (GO:0098871)"
3897	"modulation of chemical synaptic transmission (GO:0050804)"
3897	"integral component of presynaptic membrane (GO:0099056)"
3908	"synaptic cleft (GO:0043083)"
3910	"synaptic cleft (GO:0043083)"
3911	"postsynapse organization (GO:0099173)"
3911	"extracellular matrix of synaptic cleft (GO:0098965)"
3911	"synaptic cleft (GO:0043083)"
3913	"structural constituent of synapse-associated extracellular matrix (GO:0150043)"
3913	"synaptic cleft (GO:0043083)"
3915	"synaptic cleft (GO:0043083)"
3916	"integral component of synaptic vesicle membrane (GO:0030285)"
3927	"postsynapse (GO:0098794)"
3932	"postsynaptic specialization, intracellular component (GO:0099091)"
9211	"synaptic cleft (GO:0043083)"
9211	"neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0099645)"
375323	"postsynaptic specialization (GO:0099572)"
375323	"neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0099645)"
8825	"synapse (GO:0045202)"
55327	"synapse (GO:0045202)"
1902	"integral component of presynaptic membrane (GO:0099056)"
1902	"regulation of postsynaptic neurotransmitter receptor endocytosis (GO:0099149)"
1902	"regulation of synaptic vesicle cycle (GO:0098693)"
1902	"integral component of postsynaptic membrane (GO:0099055)"
9170	"integral component of presynaptic active zone membrane (GO:0099059)"
57622	"regulation of postsynaptic density assembly (GO:0099151)"
57622	"integral component of postsynaptic density membrane (GO:0099061)"
57497	"integral component of postsynaptic density membrane (GO:0099061)"
57497	"presynapse (GO:0098793)"
57497	"postsynapse (GO:0098794)"
57497	"regulation of postsynapse organization (GO:0099175)"
57497	"modulation of chemical synaptic transmission (GO:0050804)"
79414	"regulation of synaptic membrane adhesion (GO:0099179)"
